Jul  5 07:09:08 YouBuy2 postfix/smtpd[26891]: 9458714769F: client=unknown[124.194.80.227], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:48:10 YouBuy2 postfix/smtpd[30305]: A6F981479FF: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:48:12 YouBuy2 postfix/smtpd[31244]: C8F55147A01: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:48:20 YouBuy2 postfix/smtpd[31244]: 63E65147A0A: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:48:25 YouBuy2 postfix/smtpd[30339]: 3BB25147A22: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:48:28 YouBuy2 postfix/smtpd[31244]: 49AAA147ADA: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:48:38 YouBuy2 postfix/smtpd[31244]: 01093147E46: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:48:42 YouBuy2 postfix/smtpd[30305]: 5E775147E72: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:48:47 YouBuy2 postfix/smtpd[31244]: 186A6147EF1: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:48:48 YouBuy2 postfix/smtpd[30339]: C26A7147EFA: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:48:52 YouBuy2 postfix/smtpd[30138]: 1D6C5147F10: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:48:58 YouBuy2 postfix/smtpd[31244]: 5328A147F12: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:49:05 YouBuy2 postfix/smtpd[30339]: 5DFEA147F1E: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:49:08 YouBuy2 postfix/smtpd[31244]: 16607147F20: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:49:12 YouBuy2 postfix/smtpd[30305]: BED75147F24: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:49:17 YouBuy2 postfix/smtpd[30138]: E1F4A147F2A: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:49:18 YouBuy2 postfix/smtpd[31244]: CDB94147F2D: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:49:23 YouBuy2 postfix/smtpd[30339]: 23908147F31: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:49:26 YouBuy2 postfix/smtpd[30138]: 99F91147F37: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:49:30 YouBuy2 postfix/smtpd[31244]: 9F185147F38: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:49:34 YouBuy2 postfix/smtpd[30138]: D30C6147F3C: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:49:39 YouBuy2 postfix/smtpd[31244]: E61D3147F3F: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:49:43 YouBuy2 postfix/smtpd[30138]: D78AC147F48: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:49:45 YouBuy2 postfix/smtpd[31244]: 9A23F147F4A: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:49:47 YouBuy2 postfix/smtpd[30305]: AD8A0147F4D: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:49:49 YouBuy2 postfix/smtpd[30339]: BF476147F50: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:49:52 YouBuy2 postfix/smtpd[30138]: 2D047147F52: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:49:56 YouBuy2 postfix/smtpd[31244]: CBC3D147F55: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:50:02 YouBuy2 postfix/smtpd[30138]: 0C631147F61: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:50:04 YouBuy2 postfix/smtpd[30339]: 40DCB147F65: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:50:05 YouBuy2 postfix/smtpd[31244]: 59F54147F68: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:50:10 YouBuy2 postfix/smtpd[30305]: D2495147F6E: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:50:12 YouBuy2 postfix/smtpd[31244]: D2F86147F71: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:50:14 YouBuy2 postfix/smtpd[30138]: 9EFDF147F73: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:50:21 YouBuy2 postfix/smtpd[30339]: 196C6147F78: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:50:23 YouBuy2 postfix/smtpd[31244]: 67B86147F7C: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:50:35 YouBuy2 postfix/smtpd[31244]: 62FEE147F85: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:50:36 YouBuy2 postfix/smtpd[30138]: 61AB4147F88: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:50:36 YouBuy2 postfix/smtpd[30305]: 84457147F89: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:50:43 YouBuy2 postfix/smtpd[30339]: 75EF2147F9B: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:50:45 YouBuy2 postfix/smtpd[31244]: C7B4F147FBD: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:50:48 YouBuy2 postfix/smtpd[30305]: 95C15147FFF: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:50:55 YouBuy2 postfix/smtpd[30339]: 99C07148002: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:50:57 YouBuy2 postfix/smtpd[31244]: BAC6B148005: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:51:02 YouBuy2 postfix/smtpd[30305]: 195BC148006: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:51:05 YouBuy2 postfix/smtpd[31244]: 4C6FE148008: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:51:10 YouBuy2 postfix/smtpd[30138]: 9D2D214800C: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:51:12 YouBuy2 postfix/smtpd[30305]: 5DC3014800D: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:51:12 YouBuy2 postfix/smtpd[30339]: 89D8914800E: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:51:12 YouBuy2 postfix/smtpd[31244]: B5BFC14800F: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:51:23 YouBuy2 postfix/smtpd[31244]: 038B6148011: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:51:30 YouBuy2 postfix/smtpd[30339]: 1ACA5148015: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:51:30 YouBuy2 postfix/smtpd[31244]: 73FEF148016: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:51:37 YouBuy2 postfix/smtpd[30305]: 07176148019: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:51:38 YouBuy2 postfix/smtpd[30339]: 0123714801A: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:51:39 YouBuy2 postfix/smtpd[31244]: 134C914801B: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:51:45 YouBuy2 postfix/smtpd[31244]: F169614801D: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:51:50 YouBuy2 postfix/smtpd[30339]: 75291148020: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:51:58 YouBuy2 postfix/smtpd[31244]: 664B0148022: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:52:02 YouBuy2 postfix/smtpd[30305]: F3EFE148023: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:52:07 YouBuy2 postfix/smtpd[30339]: 39D09148025: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:52:12 YouBuy2 postfix/smtpd[31244]: 8B418148027: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:52:22 YouBuy2 postfix/smtpd[31244]: 56B0114802A: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:52:27 YouBuy2 postfix/smtpd[30339]: C07E014802D: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:52:32 YouBuy2 postfix/smtpd[31244]: 70A5714802F: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:52:39 YouBuy2 postfix/smtpd[30138]: D201A148031: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:52:41 YouBuy2 postfix/smtpd[31244]: 75E3A148032: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:52:47 YouBuy2 postfix/smtpd[30339]: 6E2FB148034: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:52:48 YouBuy2 postfix/smtpd[30305]: 3FA4E148036: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:52:50 YouBuy2 postfix/smtpd[31244]: 85E50148037: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:52:59 YouBuy2 postfix/smtpd[31244]: 9C43014803A: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:53:02 YouBuy2 postfix/smtpd[30339]: E92D314803B: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:53:07 YouBuy2 postfix/smtpd[31244]: 6671514803D: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:53:13 YouBuy2 postfix/smtpd[30339]: 20C07148041: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:53:17 YouBuy2 postfix/smtpd[31244]: 2A3BC148042: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:53:25 YouBuy2 postfix/smtpd[30339]: 63AB9148045: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:53:28 YouBuy2 postfix/smtpd[31244]: 6E6E814774D: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:53:37 YouBuy2 postfix/smtpd[31244]: 4EF8B147FE2: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:53:42 YouBuy2 postfix/smtpd[30339]: AD7BA147FFD: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:53:45 YouBuy2 postfix/smtpd[31244]: 3EC36148046: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:53:58 YouBuy2 postfix/smtpd[31244]: A874C14804F: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:53:59 YouBuy2 postfix/smtpd[30138]: 230F1148050: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:54:04 YouBuy2 postfix/smtpd[30305]: 8D82C148054: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:54:08 YouBuy2 postfix/smtpd[30138]: 9C3E4148057: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:54:08 YouBuy2 postfix/smtpd[30339]: 16080148056: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:54:09 YouBuy2 postfix/smtpd[31244]: EFE4A148058: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:54:17 YouBuy2 postfix/smtpd[31244]: CCE2D14805B: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:54:26 YouBuy2 postfix/smtpd[31244]: C00E114805E: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:54:28 YouBuy2 postfix/smtpd[30138]: 0EE4414805F: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:54:35 YouBuy2 postfix/smtpd[30339]: 626B0148061: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:54:37 YouBuy2 postfix/smtpd[31244]: 03453148062: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:54:48 YouBuy2 postfix/smtpd[30305]: 59ED3148066: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:54:48 YouBuy2 postfix/smtpd[31244]: 1EF84148065: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:54:51 YouBuy2 postfix/smtpd[30138]: C3DE9148067: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:54:56 YouBuy2 postfix/smtpd[31244]: EE040148069: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:55:06 YouBuy2 postfix/smtpd[31244]: 3FA6A14806C: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:55:07 YouBuy2 postfix/smtpd[30138]: 3F37514806D: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:55:13 YouBuy2 postfix/smtpd[30138]: 620C7148071: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:55:16 YouBuy2 postfix/smtpd[31244]: 82C39148072: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:55:18 YouBuy2 postfix/smtpd[30305]: 480B7148073: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:55:25 YouBuy2 postfix/smtpd[30138]: 77C4E148077: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:55:25 YouBuy2 postfix/smtpd[31244]: 04953148076: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:55:35 YouBuy2 postfix/smtpd[30138]: 4D83B14807A: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:55:41 YouBuy2 postfix/smtpd[30305]: A122E14807D: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:55:44 YouBuy2 postfix/smtpd[31244]: 24ED914807E: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:55:45 YouBuy2 postfix/smtpd[30138]: D5E2B14807F: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:56:05 YouBuy2 postfix/smtpd[31244]: ADE8E148083: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:56:06 YouBuy2 postfix/smtpd[30138]: 774B7148084: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:56:10 YouBuy2 postfix/smtpd[30305]: C702B148086: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:56:15 YouBuy2 postfix/smtpd[31244]: A637E148088: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:56:16 YouBuy2 postfix/smtpd[30138]: 44286148089: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:56:23 YouBuy2 postfix/smtpd[31244]: B99E414808B: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:56:32 YouBuy2 postfix/smtpd[31244]: 881D814808D: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:56:39 YouBuy2 postfix/smtpd[31244]: 95AE6148090: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:56:48 YouBuy2 postfix/smtpd[30138]: E49ED148093: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:56:48 YouBuy2 postfix/smtpd[31244]: 4B391148092: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:56:58 YouBuy2 postfix/smtpd[31244]: 7D61D148096: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:57:10 YouBuy2 postfix/smtpd[30305]: 197A2148098: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:57:11 YouBuy2 postfix/smtpd[31244]: 4CBED14809A: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:57:23 YouBuy2 postfix/smtpd[31244]: 71B9914809C: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:57:28 YouBuy2 postfix/smtpd[30138]: 0F9C714809E: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:57:31 YouBuy2 postfix/smtpd[31244]: 9C6DE14809F: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:57:41 YouBuy2 postfix/smtpd[31244]: 299B61480A1: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:57:51 YouBuy2 postfix/smtpd[31244]: 2FD7B1480A4: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:57:58 YouBuy2 postfix/smtpd[30305]: 762E91480A6: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:58:00 YouBuy2 postfix/smtpd[31244]: 3B7181480A7: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:58:08 YouBuy2 postfix/smtpd[31244]: 643B21480AA: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:58:10 YouBuy2 postfix/smtpd[30138]: B4E9F1480AB: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:58:16 YouBuy2 postfix/smtpd[31244]: 188921480AD: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:58:24 YouBuy2 postfix/smtpd[30138]: 724B41480B0: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:58:24 YouBuy2 postfix/smtpd[31244]: C81141480B1: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:58:32 YouBuy2 postfix/smtpd[31244]: C1F09147F1D: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:58:40 YouBuy2 postfix/smtpd[31244]: 50D1C148038: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:58:49 YouBuy2 postfix/smtpd[31244]: C784B1480B7: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:58:52 YouBuy2 postfix/smtpd[30305]: 8AFBD1480B8: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:58:57 YouBuy2 postfix/smtpd[31244]: E01BF1480BA: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:59:09 YouBuy2 postfix/smtpd[31244]: 4D8761480BD: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:59:18 YouBuy2 postfix/smtpd[31244]: 366CD1480BF: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:59:24 YouBuy2 postfix/smtpd[31244]: F0AB41480C1: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:59:35 YouBuy2 postfix/smtpd[31244]: 11DA81480C4: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:59:42 YouBuy2 postfix/smtpd[31244]: CBF8C1480C6: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:59:44 YouBuy2 postfix/smtpd[30138]: 09E6F1480C8: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:59:55 YouBuy2 postfix/smtpd[30138]: 2E2BB1480CB: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 12:59:57 YouBuy2 postfix/smtpd[31244]: BA15C1480CC: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 13:00:00 YouBuy2 postfix/smtpd[30305]: 363C21480CD: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 13:00:08 YouBuy2 postfix/smtpd[31244]: BAB351480D0: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 13:00:10 YouBuy2 postfix/smtpd[30138]: 23A261480D1: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 13:00:15 YouBuy2 postfix/smtpd[31244]: B39FF1480D3: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 13:00:22 YouBuy2 postfix/smtpd[30138]: CB9181480D6: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 13:00:26 YouBuy2 postfix/smtpd[31244]: 6765A1480D7: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 13:00:31 YouBuy2 postfix/smtpd[30138]: 9957D1480D9: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 13:00:36 YouBuy2 postfix/smtpd[31244]: 9CD941480DB: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 13:00:44 YouBuy2 postfix/smtpd[30138]: 654AC1480DF: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 13:00:47 YouBuy2 postfix/smtpd[31244]: 0F2721480E0: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 13:00:54 YouBuy2 postfix/smtpd[30305]: 985451480E3: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 13:00:58 YouBuy2 postfix/smtpd[30138]: 480D01480E4: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 13:00:59 YouBuy2 postfix/smtpd[31244]: 65E101480E5: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 13:01:09 YouBuy2 postfix/smtpd[31244]: A0E4C1480E9: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 13:01:10 YouBuy2 postfix/smtpd[30138]: 2E38A1480EA: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 13:01:13 YouBuy2 postfix/smtpd[30305]: 9354F1480EB: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 13:01:19 YouBuy2 postfix/smtpd[31244]: 956821480EE: client=unknown[219.129.165.148], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
